Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent,k_14
2018,2018-01,10,NA,33.9,96732,664.7,NA,SAGD,566322,CNRLJF,Devon,Athabasca,2.28818895,Jackfish,12826.2,1295852.2,0.1,3
2018,2018-03,10,NA,23.5,102931,1030.3,NA,SAGD,569474,CNRLJF,Devon,Athabasca,2.412466829,Jackfish,12649.8,1373838.1,13.9,3
2019,2019-02,6,NA,NA,112073,2792.6,NA,SAGD,569624,COPSM,ConocoPhillips,Athabasca,2.943275253,Surmont,4923.4,1676561.4,2.6,4
2017,2017-02,10,NA,17.2,88231,2074.6,NA,SAGD,570812,CNRLJF,Devon,Athabasca,2.049038353,Jackfish,11826.5,1169616.5,11.7,3
2017,2017-07,6,NA,0.1,123960,402.6,NA,SAGD,571196,COPSM,ConocoPhillips,Athabasca,3.174652431,Surmont,5256.7,1813347.5,0.7,4
2016,2016-08,10,NA,9.2,87410,2490.3,NA,SAGD,571924,CNRLJF,Devon,Athabasca,2.242967819,Jackfish,2201.9,1282807.8,2.9,5
2015,2015-02,5,NA,159.4,75026,3370.5,24737.4,SAGD,571949,CVECL,Cenovus,Athabasca,2.388968393,Foster Creek,10349.1,1366368.8,0.8,3
2019,2019-10,3,NA,68.7,130743,NA,17944.1,CSS,572924,CNRLWL,Canadian Natural Resources Limited,Cold Lake,3.980907237,"CNRL Wolf Lake, Primrose, and Burnt Lake",18333.5,2280756.9,NA,2
2017,2017-11,10,NA,26.1,96076,448.3,NA,SAGD,575430,CNRLJF,Devon,Athabasca,2.238558155,Jackfish,13875.1,1288132.4,10.9,3
2015,2015-03,3,NA,155.4,153423,NA,NA,CSS,576879,CNRLWL,Canadian Natural Resources Limited,Cold Lake,3.843559102,"CNRL Wolf Lake, Primrose, and Burnt Lake",22554.3,2217269.3,6,2
2017,2017-12,10,NA,23.9,101363,663.7,NA,SAGD,577189,CNRLJF,Devon,Athabasca,2.371525054,Jackfish,13099.6,1368817.7,1.2,3
2017,2017-05,10,NA,117.5,90630,1786,NA,SAGD,582202,CNRLJF,Devon,Athabasca,2.053418736,Jackfish,14079.6,1195504.7,NA,3
2016,2016-12,10,NA,4.1,86887,2149.3,NA,SAGD,582715,CNRLJF,Devon,Athabasca,2.17662954,Jackfish,2243.5,1268354.9,2.4,5
2016,2016-07,10,NA,2.1,88884,1890.4,NA,SAGD,583689,CNRLJF,Devon,Athabasca,2.273763923,Jackfish,2247.2,1327171.9,25.3,5
2016,2016-01,5,NA,80,100428,5970.3,24851.5,SAGD,590827,CVECL,Cenovus,Athabasca,3.066737663,Foster Creek,10349.2,1811910.8,NA,4
2017,2017-06,6,NA,11.4,126562,302.6,NA,SAGD,593873,COPSM,ConocoPhillips,Athabasca,3.113243162,Surmont,5652.7,1848869.5,7,4
2016,2016-04,5,NA,144.1,103664,5837.9,21312.7,SAGD,596241,CVECL,Cenovus,Athabasca,3.056619761,Foster Creek,11002.9,1822480.8,2.9,4
2015,2015-02,3,NA,94.2,127814,NA,NA,CSS,599473,CNRLWL,Canadian Natural Resources Limited,Cold Lake,3.014472378,"CNRL Wolf Lake, Primrose, and Burnt Lake",19763.5,1807094.8,17.5,8
2019,2019-05,1,NA,415.7,175678,NA,21228.6,CSS,602368,IMOCL,Imperial Oil Resources,Cold Lake,4.751070441,Cold Lake,29341.5,2861894.7,NA,1
2015,2015-11,5,NA,71,96627,6292.7,24473.9,SAGD,603674,CVECL,Cenovus,Athabasca,2.863075789,Foster Creek,9957.1,1728364.7,3.4,4
2018,2018-06,1,12427.6,422.9,164863,NA,34492,CSS,604568,IMOCL,Imperial Oil Resources,Cold Lake,4.492756315,Cold Lake,30782.6,2716176.7,29.8,1
2015,2015-12,5,NA,133.9,100405,5397.9,23811.2,SAGD,605247,CVECL,Cenovus,Athabasca,2.894084329,Foster Creek,11561,1751634.7,3.5,4
2017,2017-09,10,NA,19.8,98208,323.4,NA,SAGD,605750,CNRLJF,Devon,Athabasca,2.160703868,Jackfish,14219,1308846.8,1.9,3
2018,2018-04,6,NA,0.2,129561,1567.7,NA,SAGD,607758,COPSM,ConocoPhillips,Athabasca,3.149951107,Surmont,5688.4,1914408.3,9.9,4
2016,2016-10,10,NA,10.1,91328,3297.8,NA,SAGD,607762,CNRLJF,Devon,Athabasca,2.179665649,Jackfish,2339.8,1324717.3,1.5,5
2019,2019-09,6,NA,NA,145910,4931,NA,SAGD,610177,COPSM,ConocoPhillips,Athabasca,2.995405428,Surmont,30561,1827726,2.1,9
2017,2017-04,10,NA,19.6,91488,1805.7,NA,SAGD,611042,CNRLJF,Devon,Athabasca,1.974807951,Jackfish,15866.6,1206690.6,NA,3
2019,2019-01,6,NA,NA,117473,2801.1,NA,SAGD,611677,COPSM,ConocoPhillips,Athabasca,2.889231462,Surmont,5212.7,1767277.3,NA,4
2016,2016-05,5,NA,170.7,99155,4419.2,17454.8,SAGD,614053,CVECL,Cenovus,Athabasca,2.804021282,Foster Creek,11235.3,1721817.4,0.5,4
2017,2017-10,10,NA,22.7,102974,402.7,NA,SAGD,617021,CNRLJF,Devon,Athabasca,2.243981691,Jackfish,15139.1,1384584.5,9.1,3
2018,2018-02,6,NA,NA,127040,1345.9,NA,SAGD,618104,COPSM,ConocoPhillips,Athabasca,3.014538815,Surmont,5820.3,1863298.5,NA,4
2017,2017-01,10,NA,46.7,98491,2356.8,NA,SAGD,618565,CNRLJF,Devon,Athabasca,2.128290417,Jackfish,11832.3,1316486.6,NA,3
2016,2016-03,5,NA,103.2,110459,5234.9,23137.7,SAGD,619665,CVECL,Cenovus,Athabasca,3.040245597,Foster Creek,11267.6,1883934.7,11.1,4
2019,2019-06,6,NA,30.9,121398,3876.8,NA,SAGD,620079,COPSM,ConocoPhillips,Athabasca,2.748203495,Surmont,11072.4,1704103,NA,4
2017,2017-05,6,NA,18.1,121870,1.1,NA,SAGD,621551,COPSM,ConocoPhillips,Athabasca,2.867789064,Surmont,5646.3,1782476.3,35.2,4
2017,2017-08,10,NA,71.3,91569,175.7,NA,SAGD,623735,CNRLJF,Devon,Athabasca,1.940065704,Jackfish,13922.8,1210086.3,1.6,3
2018,2018-07,6,NA,211.2,118621,2157.4,NA,SAGD,627829,COPSM,ConocoPhillips,Athabasca,2.838096494,Surmont,5780.7,1781839,2.9,4
2017,2017-03,10,NA,38.9,97072,2176.8,NA,SAGD,629644,CNRLJF,Devon,Athabasca,2.007360513,Jackfish,16244.6,1263921.7,32.6,3
2016,2016-06,2,NA,25.8,84551,828.5,42046.8,SAGD,638563,SUFB,Suncor,Athabasca,2.347644899,Firebag,1230,1499118.7,NA,5
2019,2019-04,6,NA,12.8,118968,3761.6,NA,SAGD,639059,COPSM,ConocoPhillips,Athabasca,2.79664219,Surmont,6193.7,1787220.2,NA,4
2019,2019-11,6,NA,0.4,151641,5627.2,NA,SAGD,642031,COPSM,ConocoPhillips,Athabasca,2.935231748,Surmont,34180.4,1884508.6,0.8,9
2017,2017-09,6,NA,0.1,133405,1238.8,NA,SAGD,642388,COPSM,ConocoPhillips,Athabasca,3.080692691,Surmont,5867.3,1978999.4,4.5,4
2018,2018-05,1,20460.4,238,178338,NA,37133.1,CSS,645176,IMOCL,Imperial Oil Resources,Cold Lake,4.514155903,Cold Lake,34813.2,2912425.5,33,1
2019,2019-02,1,6724.6,292.7,186099,NA,42468.3,CSS,647000,IMOCL,Imperial Oil Resources,Cold Lake,4.471040013,Cold Lake,34745.4,2892761.1,3.5,1
2019,2019-07,6,NA,111.4,136473,4166.6,NA,SAGD,647453,COPSM,ConocoPhillips,Athabasca,2.880750634,Surmont,17457.1,1865149.2,NA,8
2015,2015-09,5,NA,131.9,94658,4305.9,13187.7,SAGD,647930,CVECL,Cenovus,Athabasca,2.476602117,Foster Creek,11081.4,1604665.8,2.8,4
2018,2018-06,6,NA,31.4,125632,2309.9,NA,SAGD,649094,COPSM,ConocoPhillips,Athabasca,2.946106565,Surmont,6272.7,1912299.8,0.8,4
2019,2019-10,6,NA,1.5,151192,5683.9,NA,SAGD,652224,COPSM,ConocoPhillips,Athabasca,2.908077774,Surmont,32764.6,1896718.7,1.2,9
2016,2016-10,4,NA,961.6,87217,3460.1,NA,SAGD,653076,CVECL,Cenovus,Athabasca,1.908483239,Christina Lake,5620.1,1246384.6,102.2,4
2018,2018-05,6,NA,8.5,127389,1868,NA,SAGD,654546,COPSM,ConocoPhillips,Athabasca,2.952663984,Surmont,5969.5,1932654.4,NA,4
2015,2015-10,5,NA,87.7,95136,5287.5,25198.9,SAGD,654626,CVECL,Cenovus,Athabasca,2.631157373,Foster Creek,11193.9,1722423.5,35.2,4
2019,2019-08,6,NA,10.1,138859,3948.9,NA,SAGD,655415,COPSM,ConocoPhillips,Athabasca,2.964765225,Surmont,15796.3,1943151.6,17.8,8
2015,2015-04,5,NA,17.5,89158,2740.6,24279.1,SAGD,657037,CVECL,Cenovus,Athabasca,2.417770257,Foster Creek,12127.7,1588565,19.3,3
2017,2017-11,6,NA,63.5,129810,1469.8,NA,SAGD,657834,COPSM,ConocoPhillips,Athabasca,2.928357458,Surmont,5912.4,1926373.1,0.6,4
2018,2018-03,6,NA,NA,139975,1342.2,NA,SAGD,658180,COPSM,ConocoPhillips,Athabasca,3.143112696,Surmont,6096.6,2068733.6,NA,4
2015,2015-02,1,455.2,317.5,201739,NA,NA,CSS,658322,IMOCL,Imperial Oil Resources,Cold Lake,4.325643127,Cold Lake,30603.3,2847666.9,13.2,1
2019,2019-04,2,NA,3.3,92885,1899,41811.9,SAGD,658620,SUFB,Suncor,Athabasca,2.431570426,Firebag,1921,1601481.4,2,4
2016,2016-06,5,NA,695.8,102852,5040.9,20024.8,SAGD,658766,CVECL,Cenovus,Athabasca,2.758490273,Foster Creek,11983.5,1817198.5,NA,4
2019,2019-11,1,NA,589.7,197717,NA,42225.7,CSS,659492,IMOCL,Imperial Oil Resources,Cold Lake,4.721860783,Cold Lake,38911.3,3114031.3,8.6,1
2019,2019-09,1,NA,520.7,184848,NA,33146.2,CSS,661134,IMOCL,Imperial Oil Resources,Cold Lake,4.517231084,Cold Lake,36200.7,2986493.7,0.3,1
2018,2018-08,6,NA,225.5,125796,1502,NA,SAGD,663592,COPSM,ConocoPhillips,Athabasca,2.89014376,Surmont,6283,1917875.7,30,4
2019,2019-12,6,NA,9.8,155191,5575.3,NA,SAGD,663872,COPSM,ConocoPhillips,Athabasca,2.879140069,Surmont,34392.1,1911379.9,NA,9
2017,2017-08,6,NA,47,135313,364.7,NA,SAGD,665803,COPSM,ConocoPhillips,Athabasca,3.026181626,Surmont,5927.5,2014840.2,NA,4
2015,2015-03,5,NA,34.7,90289,2488.8,25689,SAGD,669358,CVECL,Cenovus,Athabasca,2.402320551,Foster Creek,12332.2,1608013.2,0.2,3
2017,2017-10,6,NA,18.9,138445,1636.7,NA,SAGD,672325,COPSM,ConocoPhillips,Athabasca,3.071119367,Surmont,6009.2,2064789.1,NA,4
2019,2019-03,6,NA,NA,121952,3441.8,NA,SAGD,674374,COPSM,ConocoPhillips,Athabasca,2.722601793,Surmont,5982.2,1836050.5,0.4,4
2017,2017-04,2,NA,NA,97026,776.1,46501.9,SAGD,675707,SUFB,Suncor,Athabasca,2.71649185,Firebag,1427,1835551.2,1.5,4
2015,2015-02,4,NA,59.3,70718,345.4,NA,SAGD,677488,CVECL,Cenovus,Athabasca,1.667253885,Christina Lake,4371.3,1129545,0.6,5
2019,2019-04,1,NA,294.5,192610,NA,33386.4,CSS,677950,IMOCL,Imperial Oil Resources,Cold Lake,4.651100627,Cold Lake,35026.3,3153214.6,17.4,1
2018,2018-01,6,NA,0.9,138828,1540.3,NA,SAGD,679938,COPSM,ConocoPhillips,Athabasca,2.998962405,Surmont,6065.1,2039108.2,0.5,4
2019,2019-06,1,NA,107.6,194120,NA,34232.8,CSS,680889,IMOCL,Imperial Oil Resources,Cold Lake,4.750612802,Cold Lake,35096.9,3234638.1,NA,1
2015,2015-06,4,NA,261.7,73915,4392.8,NA,SAGD,680912,CVECL,Cenovus,Athabasca,1.64505023,Christina Lake,12582.2,1120135.1,5.2,3
2017,2017-02,1,NA,239.8,179215,NA,38329.7,CSS,682215,IMOCL,Imperial Oil Resources,Cold Lake,4.209386722,Cold Lake,32491.2,2871705.5,20.7,1
2015,2015-05,2,NA,140.9,83106,189,75720.9,SAGD,684912,SUFB,Suncor,Athabasca,2.574773234,Firebag,996.1,1763493.6,30.2,4
2018,2018-10,6,NA,49.8,133990,1869.3,NA,SAGD,686764,COPSM,ConocoPhillips,Athabasca,2.968505497,Surmont,6675.1,2038663.6,NA,4
2019,2019-10,1,NA,308.4,195700,NA,40336.3,CSS,687240,IMOCL,Imperial Oil Resources,Cold Lake,4.568456269,Cold Lake,39431.7,3139626.8,3.1,1
2017,2017-12,6,NA,30.1,141294,1481.2,NA,SAGD,688965,COPSM,ConocoPhillips,Athabasca,3.041733161,Surmont,6114.4,2095648.6,1.1,4
2018,2018-04,1,18496.8,186.6,184546,NA,33922,CSS,690650,IMOCL,Imperial Oil Resources,Cold Lake,4.20319528,Cold Lake,36789.5,2902936.4,90.2,1
2018,2018-02,1,15335.3,101.3,180210,NA,38480.2,CSS,692145,IMOCL,Imperial Oil Resources,Cold Lake,4.048793237,Cold Lake,35397.5,2802352.4,67.1,1
2016,2016-09,5,NA,103.9,101018,4711,20390.3,SAGD,693719,CVECL,Cenovus,Athabasca,2.577155492,Foster Creek,12149.1,1787820.7,3.8,4
2015,2015-01,5,NA,72.9,93323,3794.3,25648.6,SAGD,699905,CVECL,Cenovus,Athabasca,2.371410655,Foster Creek,13945.9,1659761.7,6.6,3
2017,2017-08,5,NA,393.1,100431,10453.5,22379.9,SAGD,699915,CVECL,Cenovus,Athabasca,2.559376673,Foster Creek,11031.9,1791345.1,NA,4
2019,2019-02,5,NA,32.5,120077,14489.1,22535.2,SAGD,700718,CVECL,Cenovus,Athabasca,2.973452816,Foster Creek,19119.9,2083553.1,3.7,8
2015,2015-08,5,NA,34.4,91864,4124.7,23268.7,SAGD,701226,CVECL,Cenovus,Athabasca,2.362416345,Foster Creek,15089.1,1656588,NA,8
2015,2015-05,4,NA,15.3,79056,2659.9,NA,SAGD,701500,CVECL,Cenovus,Athabasca,1.742791695,Christina Lake,12234.7,1222568.2,1965,3
2018,2018-11,6,NA,12.9,130104,1845,NA,SAGD,703407,COPSM,ConocoPhillips,Athabasca,2.821440721,Surmont,6694.1,1984622,16.7,4
2018,2018-02,5,NA,224.8,112799,14817.9,22700,SAGD,704470,CVECL,Cenovus,Athabasca,2.824539942,Foster Creek,17237.8,1989804.5,NA,8
2019,2019-03,1,2574.9,87.3,199757,NA,41067.5,CSS,705611,IMOCL,Imperial Oil Resources,Cold Lake,4.493229985,Cold Lake,36618.4,3170474.3,1.5,1
2015,2015-04,4,NA,22.8,79454,4505.6,NA,SAGD,706511,CVECL,Cenovus,Athabasca,1.746571919,Christina Lake,9911.8,1233971.4,49.4,3
2018,2018-03,5,NA,40,124113,21213.7,24528,SAGD,708412,CVECL,Cenovus,Athabasca,3.07639759,Foster Creek,15405.5,2179358.2,NA,8
2019,2019-08,1,24975.4,115.3,197618,NA,36500.1,CSS,709230,IMOCL,Imperial Oil Resources,Cold Lake,4.508050141,Cold Lake,37993.1,3197243.5,NA,1
2018,2018-11,5,NA,33.9,123645,22639.8,23674.9,SAGD,709821,CVECL,Cenovus,Athabasca,3.077465608,Foster Creek,20418.7,2184449.1,1,8
2019,2019-12,1,5,266.4,207503,NA,43245.5,CSS,710394,IMOCL,Imperial Oil Resources,Cold Lake,4.624828599,Cold Lake,40783.6,3285449.1,1.9,1
2018,2018-03,1,24134.5,68.4,195968,NA,41909.5,CSS,712045,IMOCL,Imperial Oil Resources,Cold Lake,4.334662417,Cold Lake,37485.9,3086473.4,NA,1
2019,2019-07,5,NA,23.6,113370,28113.6,23167.1,SAGD,712078,CVECL,Cenovus,Athabasca,2.876175153,Foster Creek,30317.7,2048059.9,33.6,9
2016,2016-02,4,NA,149.8,80685,5311.2,NA,SAGD,712733,CVECL,Cenovus,Athabasca,1.762193416,Christina Lake,6417.1,1255973.4,0.8,4
2018,2018-09,1,16367.7,189.8,184418,NA,42729.3,CSS,712797,IMOCL,Imperial Oil Resources,Cold Lake,4.42269556,Cold Lake,35852.8,3152482.8,0.1,1
2018,2018-11,4,NA,5.1,94455,26606,15467.9,SAGD,714090,CVECL,Cenovus,Athabasca,2.139779179,Christina Lake,23661.7,1527994.7,NA,8
2017,2017-02,5,NA,1511,97330,6671.3,23193,SAGD,715058,CVECL,Cenovus,Athabasca,2.408853128,Foster Creek,12626,1722469.7,61.5,4
2019,2019-07,1,11810.4,83.2,197243,NA,35012.1,CSS,716987,IMOCL,Imperial Oil Resources,Cold Lake,4.555684816,Cold Lake,36870.5,3266367.7,17.4,1
2015,2015-11,4,NA,5,90609,5538.7,NA,SAGD,719824,CVECL,Cenovus,Athabasca,1.889035962,Christina Lake,12897.2,1359773.8,NA,3
2017,2017-04,5,NA,108.4,105453,9974.9,20821.2,SAGD,719928,CVECL,Cenovus,Athabasca,2.581352951,Foster Creek,14119.2,1858389.3,17.1,8
2018,2018-09,6,NA,NA,132855,1879,NA,SAGD,720287,COPSM,ConocoPhillips,Athabasca,2.829972128,Surmont,6784.7,2038392.7,NA,4
2016,2016-07,5,NA,1649.3,106982,3937.1,23174.3,SAGD,721138,CVECL,Cenovus,Athabasca,2.67510966,Foster Creek,13439.6,1929124.3,0.6,8
2015,2015-09,4,NA,4.4,78519,5449.7,NA,SAGD,725526,CVECL,Cenovus,Athabasca,1.681723473,Christina Lake,13054.2,1220133.6,45.2,3
2016,2016-09,4,NA,703,90192,1540.9,NA,SAGD,726431,CVECL,Cenovus,Athabasca,1.901547938,Christina Lake,6469,1381342.8,NA,4
2018,2018-11,1,16784.7,144.9,199151,NA,40450.2,CSS,727273,IMOCL,Imperial Oil Resources,Cold Lake,4.28082995,Cold Lake,35064.2,3113329.9,NA,1
2017,2017-11,5,NA,499.4,104718,15990.6,24024.7,SAGD,728024,CVECL,Cenovus,Athabasca,2.547696828,Foster Creek,15987.5,1854785.2,12.8,8
2015,2015-11,1,126,426.4,239783,NA,NA,CSS,728952,IMOCL,Imperial Oil Resources,Cold Lake,4.44909435,Cold Lake,35047.7,3243174,74.5,1
2015,2015-01,1,498.9,88.4,198590,NA,NA,CSS,730370,IMOCL,Imperial Oil Resources,Cold Lake,3.865957391,Cold Lake,35651.4,2823579.3,15.2,1
2019,2019-06,5,NA,50.2,114353,28384.3,18176.4,SAGD,730612,CVECL,Cenovus,Athabasca,2.749564782,Foster Creek,27255.7,2008864.2,2.1,9
2017,2017-09,5,NA,26.4,106289,11638.9,22416.6,SAGD,731588,CVECL,Cenovus,Athabasca,2.566161205,Foster Creek,15565.3,1877373,19.8,8
2016,2016-09,1,NA,77,182786,NA,34648.9,CSS,733790,IMOCL,Imperial Oil Resources,Cold Lake,4.110533879,Cold Lake,36530.6,3016266.6,63.6,1
2015,2015-07,5,NA,83.7,91451,4447.3,23589,SAGD,733876,CVECL,Cenovus,Athabasca,2.266883161,Foster Creek,14633.8,1663611.6,NA,8
2016,2016-01,4,NA,439,96227,5782.7,NA,SAGD,734191,CVECL,Cenovus,Athabasca,2.014107639,Christina Lake,7557.2,1478739.5,NA,4
2015,2015-08,4,NA,1.9,85424,5491.5,NA,SAGD,734934,CVECL,Cenovus,Athabasca,1.795804246,Christina Lake,13246.4,1319796.7,0.1,3
2018,2018-07,1,14237.2,147.4,190104,NA,52489.1,CSS,735527,IMOCL,Imperial Oil Resources,Cold Lake,4.584170115,Cold Lake,38927.2,3371778.6,44.4,1
2018,2018-12,6,NA,NA,136298,2426.6,NA,SAGD,735782,COPSM,ConocoPhillips,Athabasca,2.820938155,Surmont,6995.9,2075595.8,NA,4
2015,2015-10,4,NA,13.2,81815,5606.1,NA,SAGD,736543,CVECL,Cenovus,Athabasca,1.732426014,Christina Lake,14060.1,1276006.6,157,3
2019,2019-01,1,17452.8,87.5,209216,NA,44181.8,CSS,739425,IMOCL,Imperial Oil Resources,Cold Lake,4.41764007,Cold Lake,40157.5,3266511.3,22.8,1
2015,2015-07,4,NA,30.4,84024,5191,NA,SAGD,741688,CVECL,Cenovus,Athabasca,1.734119729,Christina Lake,14155.7,1286175.1,NA,3
2018,2018-12,1,19827.9,361.5,204918,NA,43025.1,CSS,742808,IMOCL,Imperial Oil Resources,Cold Lake,4.376154167,Cold Lake,37984.9,3250643.2,NA,1
2019,2019-03,5,NA,2953.8,112783,23663.1,23697.7,SAGD,743182,CVECL,Cenovus,Athabasca,2.747868188,Foster Creek,19628.7,2042167,28.4,8
2016,2016-06,4,NA,8.8,85282,3949.4,NA,SAGD,746239,CVECL,Cenovus,Athabasca,1.832241369,Christina Lake,6696.3,1367290.7,NA,4
2016,2016-08,5,NA,240.6,105755,5544,23350.4,SAGD,746674,CVECL,Cenovus,Athabasca,2.558854884,Foster Creek,13065.5,1910629.9,7.3,8
2019,2019-05,4,NA,82.6,76576,39302.8,14212.1,SAGD,748280,CVECL,Cenovus,Athabasca,1.818496504,Christina Lake,7754.9,1360744.2,121.6,4
2015,2015-03,4,NA,42.1,80230,2867.2,NA,SAGD,749157,CVECL,Cenovus,Athabasca,1.679519017,Christina Lake,9123,1258224.1,NA,4
2016,2016-04,1,503.3,198.3,206154,NA,NA,CSS,751133,IMOCL,Imperial Oil Resources,Cold Lake,3.940747871,Cold Lake,35639.1,2960023.8,13.3,1
2017,2017-12,5,NA,775.5,113419,13828.8,24316,SAGD,752419,CVECL,Cenovus,Athabasca,2.665819399,Foster Creek,16573.6,2005812.9,1.1,8
2018,2018-10,1,24061.4,347.9,206389,NA,37677,CSS,754284,IMOCL,Imperial Oil Resources,Cold Lake,4.336129364,Cold Lake,37150.3,3270671.7,NA,1
2016,2016-04,4,NA,5,85613,2343,NA,SAGD,755687,CVECL,Cenovus,Athabasca,1.805266892,Christina Lake,8666.7,1364216,79.4,4
2018,2018-08,1,9406.8,100.4,187717,NA,52214,CSS,755829,IMOCL,Imperial Oil Resources,Cold Lake,4.427611745,Cold Lake,37724.2,3346517.8,NA,1
2016,2016-05,4,NA,18.1,87771,3469.8,NA,SAGD,755831,CVECL,Cenovus,Athabasca,1.851081432,Christina Lake,7149.4,1399105.1,NA,4
2015,2015-12,4,NA,402.9,95949,5883.9,NA,SAGD,756992,CVECL,Cenovus,Athabasca,1.917621179,Christina Lake,11355.7,1451623.7,28.6,4
2015,2015-01,4,NA,9.7,78797,5123.8,NA,SAGD,758781,CVECL,Cenovus,Athabasca,1.670217055,Christina Lake,5920.5,1267328.8,4,4
2019,2019-01,5,NA,202.9,129331,22961.9,24412.9,SAGD,759436,CVECL,Cenovus,Athabasca,3.024880951,Foster Creek,22425.4,2297204.7,NA,8
2015,2015-12,1,506.3,99.3,257386,NA,NA,CSS,759503,IMOCL,Imperial Oil Resources,Cold Lake,4.684178684,Cold Lake,35234.5,3557648.7,4.9,1
2015,2015-04,1,NA,273.4,226821,NA,NA,CSS,759686,IMOCL,Imperial Oil Resources,Cold Lake,4.1017862,Cold Lake,33852.9,3116067.5,NA,1
2017,2017-05,1,4139.3,185.2,192075,NA,35272.4,CSS,763328,IMOCL,Imperial Oil Resources,Cold Lake,4.038200727,Cold Lake,35858.4,3082473.3,44.5,1
2017,2017-04,1,NA,108.4,185092,NA,24400.3,CSS,764424,IMOCL,Imperial Oil Resources,Cold Lake,3.729299697,Cold Lake,34196.4,2850764.7,NA,1
2016,2016-10,5,NA,194.3,105098,6197.5,19321.6,SAGD,767425,CVECL,Cenovus,Athabasca,2.399193433,Foster Creek,14083.7,1841201.5,59.8,8
2019,2019-08,5,NA,36.1,112488,26328.2,23559.9,SAGD,767605,CVECL,Cenovus,Athabasca,2.689627015,Foster Creek,27987.3,2064569.8,NA,9
2015,2015-09,1,276.1,80.7,219657,NA,NA,CSS,768191,IMOCL,Imperial Oil Resources,Cold Lake,4.042818936,Cold Lake,35587.7,3105655.1,203.1,1
2016,2016-11,1,NA,135.1,188234,NA,39340.9,CSS,768964,IMOCL,Imperial Oil Resources,Cold Lake,3.99146813,Cold Lake,35870.4,3069294.9,NA,1
2016,2016-08,1,NA,140.2,189155,NA,36385.6,CSS,769422,IMOCL,Imperial Oil Resources,Cold Lake,4.085759106,Cold Lake,37503.6,3143670.9,NA,1
2019,2019-11,5,NA,1486.2,114065,32266.5,24480.7,SAGD,770937,CVECL,Cenovus,Athabasca,2.683621011,Foster Creek,29596.2,2068903,122.4,9
2018,2018-08,5,NA,490.2,115985,19614.7,22031.3,SAGD,774482,CVECL,Cenovus,Athabasca,2.694160068,Foster Creek,18699.6,2086577.4,33.9,8
2018,2018-10,5,NA,28.5,127632,23001.7,24620.3,SAGD,776183,CVECL,Cenovus,Athabasca,2.880620905,Foster Creek,20407.3,2235888.4,0.1,8
2016,2016-10,1,NA,123.7,187687,NA,38632.3,CSS,777411,IMOCL,Imperial Oil Resources,Cold Lake,3.950581372,Cold Lake,38803.1,3071226.6,14.6,1
2015,2015-06,1,714.6,225.6,234238,NA,NA,CSS,777423,IMOCL,Imperial Oil Resources,Cold Lake,4.336731311,Cold Lake,39448.7,3371475.1,12.9,1
2017,2017-10,5,NA,73.4,110370,13174.9,24044.9,SAGD,779540,CVECL,Cenovus,Athabasca,2.468329716,Foster Creek,18142.1,1924161.5,6.6,8
2016,2016-02,1,655.3,85.7,222526,NA,NA,CSS,780441,IMOCL,Imperial Oil Resources,Cold Lake,3.863363919,Cold Lake,35855.9,3015127.6,16.4,1
2015,2015-10,1,NA,72.4,236067,NA,NA,CSS,782034,IMOCL,Imperial Oil Resources,Cold Lake,4.203695416,Cold Lake,37070.4,3287431.9,116.8,1
2017,2017-03,5,NA,30.1,112209,9874.4,26046.9,SAGD,782410,CVECL,Cenovus,Athabasca,2.541105804,Foster Creek,13325.2,1988187.1,27,8
2016,2016-03,4,NA,2.5,89331,6013.1,NA,SAGD,784133,CVECL,Cenovus,Athabasca,1.796747925,Christina Lake,8776.8,1408889.7,NA,4
2017,2017-06,5,NA,61.8,112703,6222.6,20184.2,SAGD,785611,CVECL,Cenovus,Athabasca,2.537143083,Foster Creek,14504,1993206.5,15.5,8
2015,2015-03,1,338.2,395.8,237112,NA,NA,CSS,786086,IMOCL,Imperial Oil Resources,Cold Lake,4.228916949,Cold Lake,35712.5,3324294.1,NA,1
2018,2018-12,5,NA,115.3,121677,24787.6,24481.1,SAGD,786425,CVECL,Cenovus,Athabasca,2.781894722,Foster Creek,21183.3,2187751,NA,8
2017,2017-09,1,10442,189.7,186578,NA,32453.7,CSS,786747,IMOCL,Imperial Oil Resources,Cold Lake,3.788189442,Cold Lake,38980.9,2980346.3,11.5,1
2017,2017-03,1,NA,410.2,189503,NA,42880.5,CSS,787206,IMOCL,Imperial Oil Resources,Cold Lake,3.931178769,Cold Lake,34978.7,3094648.3,NA,1
2015,2015-05,1,703.1,396.9,217581,NA,NA,CSS,788124,IMOCL,Imperial Oil Resources,Cold Lake,4.030251596,Cold Lake,36706.6,3176336.8,21.6,1
2016,2016-12,1,NA,56.6,193155,NA,43819.5,CSS,788821,IMOCL,Imperial Oil Resources,Cold Lake,4.003378712,Cold Lake,34507.7,3157950.8,17.9,1
2017,2017-06,1,16784,331.2,192470,NA,35153.6,CSS,789663,IMOCL,Imperial Oil Resources,Cold Lake,3.856065852,Cold Lake,38595.2,3044993.3,NA,1
2016,2016-07,1,NA,94.6,189749,NA,36407.9,CSS,791766,IMOCL,Imperial Oil Resources,Cold Lake,4.034218931,Cold Lake,38688.8,3194159,25.2,1
